dataset,dataset_label,seed,eta_g,theta,k,T,adaptive_variance_threshold,status,error,rmse_to_clean,mean_l2_to_clean,mean_distance_to_clean_cloud_approx,q90_distance_to_clean_cloud_approx,mean_local_dim,normal_energy_ratio_mean,normal_energy_ratio_median,normal_energy_ratio_q90,velocity_tangent_alignment_mean,velocity_tangent_alignment_median,velocity_tangent_alignment_q10,velocity_tangent_alignment_zero_velocity_fraction,velocity_neighbor_direction_agreement_mean,velocity_neighbor_direction_agreement_median,velocity_neighbor_direction_agreement_q10,velocity_neighbor_direction_agreement_zero_velocity_fraction,velocity_smoothness_mean,velocity_smoothness_median,velocity_smoothness_zero_velocity_fraction,displacement_mean,displacement_median,displacement_q90,displacement_relative_to_local_scale_mean,displacement_relative_to_local_scale_q90,knn_overlap_mean,knn_overlap_median,knn_overlap_q10
s_curve,S-curve velocity flow,42,0.2,0.3,25,3,0.8,ok,,0.8104411528052755,0.7944813969187997,0.7193347902490698,0.8899839424262839,4.0,0.5623987481969046,0.5644823873676332,0.6074259985484008,0.7330714712119409,0.7782775964238511,0.4307826344493801,0.0,0.6438115167806747,0.6579556210282744,0.5145814027012761,0.0,0.17447750634173345,0.21973483637471564,0.0,0.4503294297517325,0.45083977111423007,0.5660759419397835,0.2656102843086804,0.33387911592147396,0.8383999999999999,0.84,0.76
s_curve,S-curve velocity flow,42,0.2,0.3,25,3,0.9,ok,,0.8104411528052755,0.7944813969187997,0.7193347902490698,0.8899839424262839,4.0,0.5623987481969046,0.5644823873676332,0.6074259985484008,0.7330714712119409,0.7782775964238511,0.4307826344493801,0.0,0.6438115167806747,0.6579556210282744,0.5145814027012761,0.0,0.17447750634173345,0.21973483637471564,0.0,0.4503294297517325,0.45083977111423007,0.5660759419397835,0.2656102843086804,0.33387911592147396,0.8383999999999999,0.84,0.76
s_curve,S-curve velocity flow,42,0.35,0.05,15,3,0.8,ok,,0.7442077462769158,0.7242165923241365,0.639531280673745,0.8207227388942938,3.95,0.5152389499780664,0.5145565044373164,0.5765227437443655,0.724106113619654,0.7880332342942056,0.443884422440915,0.0,0.6522252733479725,0.6842955111139416,0.3676601465415985,0.0,0.15325940889531814,0.18621578858194002,0.0,0.6062901837397977,0.608205169820398,0.791820038829845,0.3575980103398299,0.4670259852900417,0.7664,0.76,0.68
s_curve,S-curve velocity flow,42,0.35,0.05,15,3,0.9,ok,,0.7442077462769158,0.7242165923241365,0.639531280673745,0.8207227388942938,4.0,0.5152389499780664,0.5145565044373164,0.5765227437443655,0.7183265303323009,0.7845331877623942,0.4266247558366204,0.0,0.656297220788913,0.6925353118916291,0.3676601465415985,0.0,0.15035539507924306,0.18885763620123444,0.0,0.6062901837397977,0.608205169820398,0.791820038829845,0.3575980103398299,0.4670259852900417,0.7664,0.76,0.68
s_curve,S-curve velocity flow,42,0.35,0.05,25,3,0.8,ok,,0.7112787728178444,0.6904866271660497,0.6019735193595226,0.7666680566222936,4.0,0.493797653747445,0.48571356427781043,0.5587095828951247,0.7340106469465064,0.7857967968661375,0.44412906714175854,0.0,0.6486909245995487,0.6816513442859101,0.40190716427689566,0.0,0.19765805951187893,0.2513340242000979,0.0,0.6452105378825186,0.6595924286578413,0.8112422932308929,0.3805537526170819,0.4784814891335766,0.7504000000000001,0.76,0.64
s_curve,S-curve velocity flow,42,0.35,0.05,25,3,0.9,ok,,0.7112787728178444,0.6904866271660497,0.6019735193595226,0.7666680566222936,4.0,0.493797653747445,0.48571356427781043,0.5587095828951247,0.7340106469465064,0.7857967968661375,0.44412906714175854,0.0,0.6486909245995487,0.6816513442859101,0.40190716427689566,0.0,0.19765805951187893,0.2513340242000979,0.0,0.6452105378825186,0.6595924286578413,0.8112422932308929,0.3805537526170819,0.4784814891335766,0.7504000000000001,0.76,0.64
s_curve,S-curve velocity flow,42,0.35,0.15,15,3,0.8,ok,,0.7340683601193245,0.7143697481779206,0.6303947570991808,0.8276670086413371,3.96,0.5184418241718898,0.5163933292266037,0.5728034096608147,0.7251162792393986,0.7978355060601541,0.4523661637403307,0.0,0.6727308762198925,0.6958274802933556,0.4914583657515173,0.0,0.16608077538257884,0.21256882758896306,0.0,0.6158456513760144,0.6182423697385447,0.7850868803622336,0.36323395218124394,0.4630546789158089,0.7636000000000002,0.76,0.676
s_curve,S-curve velocity flow,42,0.35,0.15,15,3,0.9,ok,,0.7340683601193245,0.7143697481779206,0.6303947570991808,0.8276670086413371,4.0,0.5184418241718898,0.5163933292266037,0.5728034096608147,0.7239645240015712,0.7978355060601541,0.4523661637403307,0.0,0.674006040407157,0.6997166834207986,0.4914583657515173,0.0,0.16507476508945407,0.2144580935326346,0.0,0.6158456513760144,0.6182423697385447,0.7850868803622336,0.36323395218124394,0.4630546789158089,0.7636000000000002,0.76,0.676
s_curve,S-curve velocity flow,42,0.35,0.15,25,3,0.8,ok,,0.6999258647547548,0.6790157943609226,0.5893704380344535,0.7547375929602304,4.0,0.4884820933410947,0.48473182227733563,0.5406864368678445,0.7267291767661984,0.7799928147207762,0.3873500552057957,0.0,0.6608344113155193,0.6972572842548805,0.464318604621278,0.0,0.19934713269998688,0.2335758138240615,0.0,0.658372484706158,0.6676973012644822,0.8251328255815537,0.3883168438274652,0.48667430977355103,0.7512000000000001,0.76,0.64
s_curve,S-curve velocity flow,42,0.35,0.15,25,3,0.9,ok,,0.6999258647547548,0.6790157943609226,0.5893704380344535,0.7547375929602304,4.0,0.4884820933410947,0.48473182227733563,0.5406864368678445,0.7267291767661984,0.7799928147207762,0.3873500552057957,0.0,0.6608344113155193,0.6972572842548805,0.464318604621278,0.0,0.19934713269998688,0.2335758138240615,0.0,0.658372484706158,0.6676973012644822,0.8251328255815537,0.3883168438274652,0.48667430977355103,0.7512000000000001,0.76,0.64
s_curve,S-curve velocity flow,42,0.35,0.3,15,3,0.8,ok,,0.7253661241506024,0.7061138605027328,0.6198502633416364,0.8108467977157788,3.97,0.5092196867332821,0.5064755752423813,0.5660854889147809,0.7163290608893331,0.7493983527232531,0.45028922467081456,0.0,0.6979502490920404,0.7172470662826318,0.47775239208639814,0.0,0.169898613322629,0.2200708614966933,0.0,0.6254250944748109,0.6166897315362755,0.8120495661882268,0.3688840350692153,0.4789576294556301,0.7588000000000001,0.76,0.676
s_curve,S-curve velocity flow,42,0.35,0.3,15,3,0.9,ok,,0.7253661241506024,0.7061138605027328,0.6198502633416364,0.8108467977157788,4.0,0.5092196867332821,0.5064755752423813,0.5660854889147809,0.7158172858512202,0.7493983527232531,0.45028922467081456,0.0,0.6986127215693445,0.7172470662826318,0.47775239208639814,0.0,0.1697445986751597,0.21939170030100888,0.0,0.6254250944748109,0.6166897315362755,0.8120495661882268,0.3688840350692153,0.4789576294556301,0.7588000000000001,0.76,0.676
s_curve,S-curve velocity flow,42,0.35,0.3,25,3,0.8,ok,,0.6848210992569963,0.6646352921519195,0.5721307372558531,0.7239779266070671,4.0,0.4782585595162166,0.4774062867750052,0.5411804839467577,0.7325201924265191,0.7909953087811652,0.45430059433925746,0.0,0.675731398153497,0.7138352220441624,0.4808306960287381,0.0,0.2045815752200523,0.2562218254196796,0.0,0.672253594819231,0.6735709499273539,0.8371606276760553,0.39650410710645195,0.49376846734546537,0.7572000000000001,0.76,0.68
s_curve,S-curve velocity flow,42,0.35,0.3,25,3,0.9,ok,,0.6848210992569963,0.6646352921519195,0.5721307372558531,0.7239779266070671,4.0,0.4782585595162166,0.4774062867750052,0.5411804839467577,0.7325201924265191,0.7909953087811652,0.45430059433925746,0.0,0.675731398153497,0.7138352220441624,0.4808306960287381,0.0,0.2045815752200523,0.2562218254196796,0.0,0.672253594819231,0.6735709499273539,0.8371606276760553,0.39650410710645195,0.49376846734546537,0.7572000000000001,0.76,0.68
s_curve,S-curve velocity flow,42,0.5,0.05,15,3,0.8,ok,,0.7115796160501818,0.689583417050143,0.5987802221652452,0.7913414967900291,3.8,0.4888015475881837,0.48469849182232705,0.5651209197290021,0.7385603491305688,0.7727270883882061,0.43204755936069106,0.0,0.6799032700777116,0.7119960347824761,0.4322355286474728,0.0,0.16629116828413879,0.20335204935699727,0.0,0.6922582010775225,0.6932579154562383,0.8647737362807846,0.40830308981712515,0.5100550458868501,0.74,0.76,0.64
