dataset,eta_g,theta,k,T,adaptive_variance_threshold,rmse_to_clean_mean,rmse_to_clean_std,rmse_to_clean_count,mean_l2_to_clean_mean,mean_l2_to_clean_std,mean_l2_to_clean_count,mean_distance_to_clean_cloud_approx_mean,mean_distance_to_clean_cloud_approx_std,mean_distance_to_clean_cloud_approx_count,q90_distance_to_clean_cloud_approx_mean,q90_distance_to_clean_cloud_approx_std,q90_distance_to_clean_cloud_approx_count,mean_local_dim_mean,mean_local_dim_std,mean_local_dim_count,normal_energy_ratio_mean_mean,normal_energy_ratio_mean_std,normal_energy_ratio_mean_count,normal_energy_ratio_median_mean,normal_energy_ratio_median_std,normal_energy_ratio_median_count,normal_energy_ratio_q90_mean,normal_energy_ratio_q90_std,normal_energy_ratio_q90_count,velocity_tangent_alignment_mean_mean,velocity_tangent_alignment_mean_std,velocity_tangent_alignment_mean_count,velocity_tangent_alignment_median_mean,velocity_tangent_alignment_median_std,velocity_tangent_alignment_median_count,velocity_tangent_alignment_q10_mean,velocity_tangent_alignment_q10_std,velocity_tangent_alignment_q10_count,velocity_tangent_alignment_zero_velocity_fraction_mean,velocity_tangent_alignment_zero_velocity_fraction_std,velocity_tangent_alignment_zero_velocity_fraction_count,velocity_neighbor_direction_agreement_mean_mean,velocity_neighbor_direction_agreement_mean_std,velocity_neighbor_direction_agreement_mean_count,velocity_neighbor_direction_agreement_median_mean,velocity_neighbor_direction_agreement_median_std,velocity_neighbor_direction_agreement_median_count,velocity_neighbor_direction_agreement_q10_mean,velocity_neighbor_direction_agreement_q10_std,velocity_neighbor_direction_agreement_q10_count,velocity_neighbor_direction_agreement_zero_velocity_fraction_mean,velocity_neighbor_direction_agreement_zero_velocity_fraction_std,velocity_neighbor_direction_agreement_zero_velocity_fraction_count,velocity_smoothness_mean_mean,velocity_smoothness_mean_std,velocity_smoothness_mean_count,velocity_smoothness_median_mean,velocity_smoothness_median_std,velocity_smoothness_median_count,velocity_smoothness_zero_velocity_fraction_mean,velocity_smoothness_zero_velocity_fraction_std,velocity_smoothness_zero_velocity_fraction_count,displacement_mean_mean,displacement_mean_std,displacement_mean_count,displacement_median_mean,displacement_median_std,displacement_median_count,displacement_q90_mean,displacement_q90_std,displacement_q90_count,displacement_relative_to_local_scale_mean_mean,displacement_relative_to_local_scale_mean_std,displacement_relative_to_local_scale_mean_count,displacement_relative_to_local_scale_q90_mean,displacement_relative_to_local_scale_q90_std,displacement_relative_to_local_scale_q90_count,knn_overlap_mean_mean,knn_overlap_mean_std,knn_overlap_mean_count,knn_overlap_median_mean,knn_overlap_median_std,knn_overlap_median_count,knn_overlap_q10_mean,knn_overlap_q10_std,knn_overlap_q10_count,failure_count,balanced_rank
half_sphere_rotation,0.2,0.3,25,3,0.8,0.8161779492699104,0.012689616856627364,2,0.8007652561746408,0.00922624372366312,2,0.72098699529782,0.018950302374629323,2,0.8849116904494048,0.027261099587109476,2,4.0,0.0,2,0.5278682094408436,0.02173566335710398,2,0.5267587091991883,0.021366349942032337,2,0.5733672069439852,0.027627188578998922,2,0.8106055839269758,0.02192341656282095,2,0.84387745746111,0.047262644491459484,2,0.6302699658698556,0.028013157268190977,2,0.0,0.0,2,0.6807851569936261,0.0035006938959622294,2,0.6897871202885977,0.008685050131057194,2,0.5166482302399519,0.04168088803423203,2,0.0,0.0,2,0.37180143726397313,0.05379003063872068,2,0.4057272740760098,0.06306748583226102,2,0.0,0.0,2,0.45448092652396954,0.01220568034414845,2,0.45440864505877365,0.002584211342981438,2,0.5931886059995701,0.03843858836914007,2,0.26624794069663876,0.005217859769037699,2,0.347458999408914,0.0199973111067486,2,0.8395999999999999,0.007919595949289284,2,0.84,0.0,2,0.778,0.02545584412271573,2,0,18.7
half_sphere_rotation,0.2,0.3,25,3,0.9,0.8161779492699104,0.012689616856627364,2,0.8007652561746408,0.00922624372366312,2,0.72098699529782,0.018950302374629323,2,0.8849116904494048,0.027261099587109476,2,4.0,0.0,2,0.5278682094408436,0.02173566335710398,2,0.5267587091991883,0.021366349942032337,2,0.5733672069439852,0.027627188578998922,2,0.8106055839269758,0.02192341656282095,2,0.84387745746111,0.047262644491459484,2,0.6302699658698556,0.028013157268190977,2,0.0,0.0,2,0.6807851569936261,0.0035006938959622294,2,0.6897871202885977,0.008685050131057194,2,0.5166482302399519,0.04168088803423203,2,0.0,0.0,2,0.37180143726397313,0.05379003063872068,2,0.4057272740760098,0.06306748583226102,2,0.0,0.0,2,0.45448092652396954,0.01220568034414845,2,0.45440864505877365,0.002584211342981438,2,0.5931886059995701,0.03843858836914007,2,0.26624794069663876,0.005217859769037699,2,0.347458999408914,0.0199973111067486,2,0.8395999999999999,0.007919595949289284,2,0.84,0.0,2,0.778,0.02545584412271573,2,0,18.7
half_sphere_rotation,0.35,0.05,15,3,0.8,0.754965924605611,0.02028651630666813,2,0.7369978187123863,0.01782784082540045,2,0.6443659538778492,0.0256940654617896,2,0.8376690615431858,0.045949080619661554,2,3.9000000000000004,0.014142135623730807,2,0.48057905519435207,0.02335490916303813,2,0.4811253186733554,0.02592690488572289,2,0.5316368984160526,0.030730347953121746,2,0.797548811512576,0.002515080324511754,2,0.8418796842632699,0.0009263219649846351,2,0.5811219393283215,0.0233099652264197,2,0.0,0.0,2,0.68567291037907,0.019483302530194476,2,0.7188386713371708,0.018790333373554166,2,0.4751771332422914,0.015585414427009808,2,0.0,0.0,2,0.3351713694029953,0.07030462974624606,2,0.36968111692873107,0.07376165354535917,2,0.0,0.0,2,0.6155183173031564,0.016935097806624135,2,0.6123512420161712,0.002253824226471082,2,0.7902374833107696,0.05257624471348972,2,0.36058739504378257,0.00730373599355684,2,0.46287706033055254,0.02744215453668856,2,0.7704,0.015273506473629472,2,0.78,0.028284271247461926,2,0.68,0.0,2,0,20.0
half_sphere_rotation,0.35,0.05,15,3,0.9,0.755294828080006,0.020751656060869386,2,0.7372760903795575,0.01822137639113814,2,0.6447127640990553,0.02618452918018886,2,0.8376690615431858,0.045949080619661554,2,4.0,0.0,2,0.4809826305821546,0.023925650949908547,2,0.4812303449584843,0.026075434482557884,2,0.5316368984160526,0.030730347953121746,2,0.796757763657587,0.0023897018717292267,2,0.8416933149491428,0.003066374050419234,2,0.5832622376523235,0.020283126309091428,2,0.0,0.0,2,0.6831369604156597,0.01762237944824663,2,0.7144521193676301,0.012586812086175118,2,0.4751771332422914,0.015585414427009808,2,0.0,0.0,2,0.33852414561331157,0.06769643057778689,2,0.3768375197099123,0.0663564380240416,2,0.0,0.0,2,0.6153101849066303,0.017229441464560548,2,0.6123512420161712,0.002253824226471082,2,0.7902374833107696,0.05257624471348972,2,0.36046482719673134,0.0074770731051674935,2,0.46287706033055254,0.02744215453668856,2,0.7695999999999998,0.01640487732352802,2,0.78,0.028284271247461926,2,0.68,0.0,2,0,20.6
half_sphere_rotation,0.35,0.05,25,3,0.8,0.7222028262880107,0.01865111935265133,2,0.704198602317518,0.0144558598147775,2,0.6103051047567702,0.02258164879526007,2,0.7928652539985703,0.023074249036036113,2,3.995,0.007071067811865324,2,0.4573477123503772,0.020320738373453003,2,0.45892554398216223,0.022092057970386447,2,0.5115686803470523,0.012668313938664234,2,0.8239592309229111,0.0071357909799871925,2,0.8636574495489173,0.005411756780678015,2,0.609840780793939,0.03133879903629257,2,0.0,0.0,2,0.6912483056212957,0.012733003118085095,2,0.7256743767760242,0.022525660081552504,2,0.4578314587768215,0.025583228311629548,2,0.0,0.0,2,0.3844968706581553,0.058622125777954295,2,0.4182185967410935,0.06230972938261296,2,0.0,0.0,2,0.6479202695818782,0.020395095502468718,2,0.6482484002389909,0.0154894895919389,2,0.8263292395013854,0.07293959567291784,2,0.3795638782524029,0.00919306768242222,2,0.4839793952843724,0.03921922440676565,2,0.7604000000000001,0.007919595949289402,2,0.76,0.0,2,0.68,0.0,2,0,16.6
half_sphere_rotation,0.35,0.05,25,3,0.9,0.7222028262880107,0.01865111935265133,2,0.704198602317518,0.0144558598147775,2,0.6103051047567702,0.02258164879526007,2,0.7928652539985703,0.023074249036036113,2,4.0,0.0,2,0.4573477123503772,0.020320738373453003,2,0.45892554398216223,0.022092057970386447,2,0.5115686803470523,0.012668313938664234,2,0.8238096069958603,0.006924190793096333,2,0.8636574495489173,0.005411756780678015,2,0.609840780793939,0.03133879903629257,2,0.0,0.0,2,0.6917093154415431,0.013384969458266085,2,0.7256743767760242,0.022525660081552504,2,0.4682752953404393,0.040353043623105746,2,0.0,0.0,2,0.38486614768274724,0.058099889201503586,2,0.4182185967410935,0.06230972938261296,2,0.0,0.0,2,0.6479202695818782,0.020395095502468718,2,0.6482484002389909,0.0154894895919389,2,0.8263292395013854,0.07293959567291784,2,0.3795638782524029,0.00919306768242222,2,0.4839793952843724,0.03921922440676565,2,0.7604000000000001,0.007919595949289402,2,0.76,0.0,2,0.68,0.0,2,0,16.8
half_sphere_rotation,0.35,0.15,15,3,0.8,0.7438725703768896,0.022976823372300264,2,0.7265192828192352,0.019431784848827696,2,0.6336980943954109,0.02835327179864661,2,0.8006296437782244,0.04752970253868152,2,3.92,0.028284271247461926,2,0.4770578053790955,0.02315063945965399,2,0.47593722267175165,0.02357515673223177,2,0.5294663388382166,0.033778018283490724,2,0.8038305157726373,0.002185204067320539,2,0.8526775194216565,0.00858246202540647,2,0.578723753117253,0.018223317236759212,2,0.0,0.0,2,0.6918140845521122,0.01755268836913485,2,0.725549524837348,0.007293061831883267,2,0.469809776564317,0.04456009640863633,2,0.0,0.0,2,0.3370191819237812,0.0610927603700422,2,0.376224514810368,0.06804861835040157,2,0.0,0.0,2,0.6256350990743803,0.02001280121087198,2,0.6262830964511016,0.007482482277047056,2,0.8066989941338432,0.059497888505995605,2,0.36650812739596,0.009063883733257606,2,0.4725069033651552,0.031427422937410944,2,0.7642,0.018950461735799465,2,0.78,0.028284271247461926,2,0.68,0.0,2,0,19.4
half_sphere_rotation,0.35,0.15,15,3,0.9,0.7438725703768896,0.022976823372300264,2,0.7265192828192352,0.019431784848827696,2,0.6336980943954109,0.02835327179864661,2,0.8006296437782244,0.04752970253868152,2,4.0,0.0,2,0.4770578053790955,0.02315063945965399,2,0.47593722267175165,0.02357515673223177,2,0.5294663388382166,0.033778018283490724,2,0.8023380806133751,0.002396770805425308,2,0.8490411116791339,0.007984488887992016,2,0.578723753117253,0.018223317236759212,2,0.0,0.0,2,0.6897457330600023,0.01893614245422582,2,0.7219633659046736,0.000959642154458909,2,0.4659784793834502,0.049978368843299946,2,0.0,0.0,2,0.3377675587815093,0.059380370339306605,2,0.3745808818837701,0.061130182509930645,2,0.0,0.0,2,0.6256350990743803,0.02001280121087198,2,0.6262830964511016,0.007482482277047056,2,0.8066989941338432,0.059497888505995605,2,0.36650812739596,0.009063883733257606,2,0.4725069033651552,0.031427422937410944,2,0.7642,0.018950461735799465,2,0.78,0.028284271247461926,2,0.68,0.0,2,0,19.6
half_sphere_rotation,0.35,0.15,25,3,0.8,0.7030306083839214,0.01958329083956875,2,0.6851873990278987,0.014619951679390219,2,0.5916200573630325,0.022873433316480365,2,0.7570495669910116,0.04943015015010012,2,4.0,0.0,2,0.4502530309393954,0.019618976813418683,2,0.45147467473710456,0.01908586616189274,2,0.5049964855002357,0.02586757816770805,2,0.8276624941365222,0.006202683917749788,2,0.8675079661032328,0.006996161211800789,2,0.6284283883083757,0.03731147361955155,2,0.0,0.0,2,0.6971738840617548,0.024823424747998892,2,0.7328051985686296,0.030805591014508613,2,0.4833259595091084,0.04643682778621988,2,0.0,0.0,2,0.3919853475259556,0.04463145636877259,2,0.42690607591037955,0.037155964475757204,2,0.0,0.0,2,0.6625744121829201,0.018350449006712476,2,0.6584327151393414,0.014808826647339833,2,0.8444055833415609,0.05736618722088077,2,0.3881538804282346,0.007932802520329596,2,0.4946031907948638,0.03001809293857915,2,0.7580000000000001,0.00848528137423842,2,0.76,0.0,2,0.68,0.0,2,0,14.5
half_sphere_rotation,0.35,0.15,25,3,0.9,0.7030306083839214,0.01958329083956875,2,0.6851873990278987,0.014619951679390219,2,0.5916200573630325,0.022873433316480365,2,0.7570495669910116,0.04943015015010012,2,4.0,0.0,2,0.4502530309393954,0.019618976813418683,2,0.45147467473710456,0.01908586616189274,2,0.5049964855002357,0.02586757816770805,2,0.8276624941365222,0.006202683917749788,2,0.8675079661032328,0.006996161211800789,2,0.6284283883083757,0.03731147361955155,2,0.0,0.0,2,0.6971738840617548,0.024823424747998892,2,0.7328051985686296,0.030805591014508613,2,0.4833259595091084,0.04643682778621988,2,0.0,0.0,2,0.3919853475259556,0.04463145636877259,2,0.42690607591037955,0.037155964475757204,2,0.0,0.0,2,0.6625744121829201,0.018350449006712476,2,0.6584327151393414,0.014808826647339833,2,0.8444055833415609,0.05736618722088077,2,0.3881538804282346,0.007932802520329596,2,0.4946031907948638,0.03001809293857915,2,0.7580000000000001,0.00848528137423842,2,0.76,0.0,2,0.68,0.0,2,0,14.5
